StoneAge GameTime 2001 library supplementary-material probe — R1
SCOPE|public-catalog-metadata-only|no-book-or-cd-payload-download
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ま
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=や
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ゃ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ら
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=わ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ゎ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ん
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=い
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ぃ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=き
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ぎ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=し
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=じ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ち
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ぢ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=に
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ひ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=び
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ぴ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=み
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=り
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=う
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ぅ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=く
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ぐ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=す
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ず
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=つ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=づ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=っ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ぬ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ふ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ぶ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ぷ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=む
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ゆ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ゅ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=る
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=え
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ぇ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=け
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=げ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=せ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ぜ
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=て
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=で
LINK|source=kolis-standardNumber-9788995182123|href=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=9788995182123&keywordType1=standardNumber&tab=ALL#none|label=ね
RESPONSE|source=kolis-total-스톤 에이지|status=200|requested=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=%EC%8A%A4%ED%86%A4+%EC%97%90%EC%9D%B4%EC%A7%80&keywordType1=total&tab=ALL|final=https://www.nl.go.kr/kolisnet/search/searchResultAllList.do?keyword1=%EC%8A%A4%ED%86%A4+%EC%97%90%EC%9D%B4%EC%A7%80&keywordType1=total&tab=ALL|ids=
SNIPPET|source=kolis-total-스톤 에이지|token=스톤 에이지|text=) 일반도서 (10) 멀티미디어/비도서 (6) 악보/녹음자료 (1) 시청각자료 (5) 발행시기 2021-2030 (4) 2011-2020 (9) 2001-2010 (3) 주제별 문학 (4) 예술 (12) 언어 Korean (10) English (5) 언어불명 (1) 확인 일반도서 결과 10 건 + 모두보기 --> 예술 스톤 에이지 / 게임타임 [편] 오프라인 : 1개 판 : 2001 2 개 도서관 소장 예술 스톤에이지 / 시공사 단행본팀 편 오프라인 : 1개 판 : 2002 1 개 도서관 소장 예술 (코믹) 스톤에이지 .5 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2018 4 개 도서관 소장 문학 스톤에이지 .2 / 김정욱 글;이세경
SNIPPET|source=kolis-total-스톤 에이지|token=스톤에이지|text=기 2021-2030 (4) 2011-2020 (9) 2001-2010 (3) 주제별 문학 (4) 예술 (12) 언어 Korean (10) English (5) 언어불명 (1) 확인 일반도서 결과 10 건 + 모두보기 --> 예술 스톤 에이지 / 게임타임 [편] 오프라인 : 1개 판 : 2001 2 개 도서관 소장 예술 스톤에이지 / 시공사 단행본팀 편 오프라인 : 1개 판 : 2002 1 개 도서관 소장 예술 (코믹) 스톤에이지 .5 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2018 4 개 도서관 소장 문학 스톤에이지 .2 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 예술 스톤에이지 . 1. 시간을
SNIPPET|source=kolis-total-스톤 에이지|token=스톤에이지|text=(12) 언어 Korean (10) English (5) 언어불명 (1) 확인 일반도서 결과 10 건 + 모두보기 --> 예술 스톤 에이지 / 게임타임 [편] 오프라인 : 1개 판 : 2001 2 개 도서관 소장 예술 스톤에이지 / 시공사 단행본팀 편 오프라인 : 1개 판 : 2002 1 개 도서관 소장 예술 (코믹) 스톤에이지 .5 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2018 4 개 도서관 소장 문학 스톤에이지 .2 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 예술 스톤에이지 . 1. 시간을 넘어서 / 김정욱 지음;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 문학 (코믹
SNIPPET|source=kolis-total-스톤 에이지|token=스톤에이지|text=+ 모두보기 --> 예술 스톤 에이지 / 게임타임 [편] 오프라인 : 1개 판 : 2001 2 개 도서관 소장 예술 스톤에이지 / 시공사 단행본팀 편 오프라인 : 1개 판 : 2002 1 개 도서관 소장 예술 (코믹) 스톤에이지 .5 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2018 4 개 도서관 소장 문학 스톤에이지 .2 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 예술 스톤에이지 . 1. 시간을 넘어서 / 김정욱 지음;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 문학 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 3:. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 1
SNIPPET|source=kolis-total-스톤 에이지|token=스톤에이지|text=서관 소장 예술 스톤에이지 / 시공사 단행본팀 편 오프라인 : 1개 판 : 2002 1 개 도서관 소장 예술 (코믹) 스톤에이지 .5 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2018 4 개 도서관 소장 문학 스톤에이지 .2 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 예술 스톤에이지 . 1. 시간을 넘어서 / 김정욱 지음;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 문학 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 3:. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 6 개 도서관 소장 문학 (코믹) 스톤에이지 .1-5 / 글: 김정욱 ;그림: 이세
SNIPPET|source=kolis-total-스톤 에이지|token=스톤에이지|text=5 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2018 4 개 도서관 소장 문학 스톤에이지 .2 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 예술 스톤에이지 . 1. 시간을 넘어서 / 김정욱 지음;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 문학 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 3:. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 6 개 도서관 소장 문학 (코믹) 스톤에이지 .1-5 / 글: 김정욱 ;그림: 이세경 오프라인 : 1개 판 : 2018 1 개 도서관 소장 예술 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 4. 시간을 넘어서 /
SNIPPET|source=kolis-total-스톤 에이지|token=스톤에이지|text=: 2017 7 개 도서관 소장 예술 스톤에이지 . 1. 시간을 넘어서 / 김정욱 지음;이세경 그림 오프라인 : 1개 판 : 2017 7 개 도서관 소장 문학 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 3:. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 6 개 도서관 소장 문학 (코믹) 스톤에이지 .1-5 / 글: 김정욱 ;그림: 이세경 오프라인 : 1개 판 : 2018 1 개 도서관 소장 예술 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 4. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 2개 판 : 2017 5 개 도서관 소장 예술 ( 스톤에이지 )에덴신대륙 / 시공사 [편] 오프라인 : 1개 판 :
SNIPPET|source=kolis-total-스톤 에이지|token=스톤에이지|text=판 : 2017 7 개 도서관 소장 문학 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 3:. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 1개 판 : 2017 6 개 도서관 소장 문학 (코믹) 스톤에이지 .1-5 / 글: 김정욱 ;그림: 이세경 오프라인 : 1개 판 : 2018 1 개 도서관 소장 예술 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 4. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 2개 판 : 2017 5 개 도서관 소장 예술 ( 스톤에이지 )에덴신대륙 / 시공사 [편] 오프라인 : 1개 판 : 2003 1 개 도서관 소장 문학 코믹 스톤에이지 : 전설의 펫을 찾아서 . 1. 시간을 넘어서 / 김정욱 글 ;이세경
SNIPPET|source=kolis-total-스톤 에이지|token=스톤에이지|text=1개 판 : 2017 6 개 도서관 소장 문학 (코믹) 스톤에이지 .1-5 / 글: 김정욱 ;그림: 이세경 오프라인 : 1개 판 : 2018 1 개 도서관 소장 예술 (코믹) 스톤에이지 : 전설의 펫을 찾아서. 4. 시간을 넘어서 / 김정욱 글;이세경 그림 오프라인 : 2개 판 : 2017 5 개 도서관 소장 예술 ( 스톤에이지 )에덴신대륙 / 시공사 [편] 오프라인 : 1개 판 : 2003 1 개 도서관 소장 문학 코믹 스톤에이지 : 전설의 펫을 찾아서 . 1. 시간을 넘어서 / 김정욱 글 ;이세경 그림 오프라인 : 1개 판 : 2017 1 개 도서관 소장 + 모두보기 학위논문 결과 0 건 + 모두보기 --> 자료가 없습니다. + 모두보기 디
